id,title,factionId,faction,activeDeityCount,teamSize,mapId,combatArchitecture,crossFactionRunIns,loreContinuityGuard
"MG-F04-C01-M04","Unmask the Foxfire Torii Road: Outer Line","MG-FACTION-004","","1","1","MG-MAP-010","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-007"", ""MG-CROSS-RUN-IN-001""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C02-M05","Purify the Foxfire Torii Road: Pressure Break","MG-FACTION-004","","1","1","MG-MAP-010","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C02-M06","Reflect the Cedar Root Ambush Bend: Trial Mechanism","MG-FACTION-004","","1","1","MG-MAP-009","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C02-M07","Reroute the Cedar Root Ambush Bend: Hazard Reading","MG-FACTION-004","","1","1","MG-MAP-010","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C02-M08","Unmask the Cedar Root Ambush Bend: Lughching Law","MG-FACTION-004","","1","1","MG-MAP-009","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C03-M09","Purify the Mirror Lake Sanctum: Key Verdict","MG-FACTION-004","","1","1","MG-MAP-009","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C03-M10","Reflect the Mirror Lake Sanctum: Elite Lock","MG-FACTION-004","","1","1","MG-MAP-010","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C03-M11","Reroute the Mirror Lake Sanctum: Warden Duel","MG-FACTION-004","","1","1","MG-MAP-009","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C03-M12","Unmask the Inari Rice Court Storehouse: Lore Price","MG-FACTION-004","","1","1","MG-MAP-010","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C04-M13","Purify the Inari Rice Court Storehouse: Relic Detour","MG-FACTION-004","","1","1","MG-MAP-010","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-007"", ""MG-CROSS-RUN-IN-001""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C04-M14","Reflect the Inari Rice Court Storehouse: Hidden Cache","MG-FACTION-004","","1","1","MG-MAP-009","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C04-M15","Reroute the Tengu Storm-Cedar Peak: Boss Threshold","MG-FACTION-004","","1","1","MG-MAP-010","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C04-M16","Unmask the Tengu Storm-Cedar Peak: Final Approach","MG-FACTION-004","","1","1","MG-MAP-009","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C05-M17","Purify the Tengu Storm-Cedar Peak: Antechamber Seal","MG-FACTION-004","","1","1","MG-MAP-009","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
"MG-F04-C05-M18","Reflect the Moon-Mirror Boss Shrine: Ascension Seal","MG-FACTION-004","","1","1","MG-MAP-010","{""loop"": [""Explore"", ""Encounter"", ""1 Deity vs. Multiple Enemies"", ""Victory"", ""Rewards"", ""Upgrade Deity"", ""Explore Further""], ""forbidden"": [""squad combat"", ""team formations"", ""multiple player-controlled Avatars"", ""ally positioning"", ""team turns""], ""readableRule"": ""Legacy schema label says Deity, current fiction label says Deity: exactly one playable god or goddess is controlled in standard battle."", ""playerControlledAvatars"": 1}","{""enabled"": true, ""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""eligiblePoolIds"": [""MG-CROSS-RUN-IN-001"", ""MG-CROSS-RUN-IN-002"", ""MG-CROSS-RUN-IN-003"", ""MG-CROSS-RUN-IN-005"", ""MG-CROSS-RUN-IN-006"", ""MG-CROSS-RUN-IN-007""], ""recommendedPoolIds"": [""MG-CROSS-RUN-IN-007"", ""MG-CROSS-RUN-IN-001""], ""rule"": ""Run-ins must have a lore-valid reason: border conflict, Gate pressure, pursuit, oath, contract, trial, defense, corruption response, or event escalation. Never generic faction mixing."", ""oneAvatarVsManyUse"": ""Run-ins add enemy role pressure around the lone Avatar without creating ally units or squad play.""}","{""sourceFactionId"": ""MG-FACTION-004"", ""sourceFactionName"": ""Kami"", ""sourceRealm"": ""The Sacred Kingdoms"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""preserve"": [""established faction identity"", ""Mythos Gates mythology"", ""Gates and Codex systems"", ""one player-controlled Avatar combat"", ""mobile UE5 zone structure""], ""forbid"": [""replacement factions"", ""generic corridor dungeon conversion"", ""PC-first combat assumptions"", ""generic monster filler"", ""lore rewrites""]}"
